Education,Marital_Status,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,age,Accepted_Cmp,duration,children,HighestPurchaseSource
College Graduate,Married,83512.0,1060,61,835,80,20,101,1,4,7,10,1,0,37,Yes,12.265571526351813,0,store
Master,Married,77520.0,940,44,396,0,88,58,1,8,7,7,4,0,64,Yes,13.067761806981519,1,web
College Graduate,Together,41154.0,44,2,11,2,3,7,1,1,0,4,5,0,45,No,13.453798767967145,1,store
College Graduate,Married,80398.0,342,51,936,207,35,26,1,5,8,12,3,0,57,Yes,13.86447638603696,0,store
High School,Single,18746.0,2,10,11,12,9,20,2,3,0,3,6,0,31,No,12.317590691307323,1,web
College Graduate,Together,35196.0,75,12,141,43,39,187,6,6,1,5,8,0,39,No,13.856262833675565,1,web
College Graduate,Single,60230.0,520,20,367,39,81,40,2,6,3,6,5,0,67,No,13.34154688569473,1,web
College Graduate,Married,22108.0,5,3,9,6,2,6,2,2,0,3,7,0,46,No,12.375085557837098,2,store
College Graduate,Together,44392.0,87,5,71,7,12,29,5,4,1,4,7,0,49,No,13.045859000684462,2,web
PhD,Married,55424.0,462,61,184,10,53,107,4,7,5,9,6,0,47,Yes,13.82340862422998,1,store
College Graduate,Married,17688.0,2,2,1,3,1,2,1,1,0,2,8,1,44,No,13.689253935660506,1,store
PhD,Married,92491.0,979,44,935,29,25,22,1,7,5,12,3,0,40,Yes,13.39356605065024,0,store
College Graduate,Single,90273.0,704,129,853,120,74,111,1,5,6,7,2,0,32,Yes,12.772073921971252,0,store
PhD,Widow,82571.0,861,31,558,62,95,79,0,6,5,13,2,0,61,Yes,12.473648186173854,0,store
PhD,Single,38513.0,172,3,115,16,0,18,5,6,1,5,8,0,41,Yes,12.648870636550308,1,web
Master,Single,16653.0,5,7,31,15,4,7,3,2,1,3,6,0,44,Yes,12.429842573579739,1,store
College Graduate,Together,42586.0,194,2,56,0,0,0,5,4,1,6,8,0,68,Yes,13.897330595482547,2,store
High School,Single,23529.0,9,7,13,3,2,20,1,1,1,2,6,0,58,No,13.705681040383299,1,store
Master,Together,74881.0,505,72,270,36,27,54,4,9,2,12,5,0,62,No,13.541409993155373,2,store
College Graduate,Married,71107.0,533,10,217,198,174,195,2,7,6,13,4,0,72,No,13.593429158110883,1,store
PhD,Together,46910.0,48,0,14,0,0,6,2,2,0,3,6,0,59,No,12.501026694045175,2,store
College Graduate,Married,18690.0,6,1,7,23,4,19,1,1,1,2,8,0,64,No,13.73305954825462,0,store
College Graduate,Divorced,37244.0,18,2,10,0,0,25,1,1,1,2,7,0,68,Yes,13.404517453798768,2,store
College Graduate,Together,82427.0,482,147,509,104,107,107,1,3,5,12,1,0,57,Yes,12.531143052703628,0,store
Technical School,Single,75342.0,204,97,97,21,118,26,1,5,2,10,4,0,65,No,13.379876796714578,1,store
College Graduate,Divorced,70044.0,1073,0,250,153,14,14,4,7,10,5,5,0,69,No,13.59069130732375,1,catalog
College Graduate,Single,79146.0,245,16,223,21,43,16,2,8,1,8,6,0,56,No,12.413415468856947,2,web
College Graduate,Married,77437.0,560,21,442,29,44,29,1,4,5,13,1,0,60,Yes,12.821355236139631,0,store
College Graduate,Married,54984.0,173,13,131,32,3,6,4,6,1,6,7,0,64,Yes,12.331279945242985,1,web
PhD,Married,42403.0,22,1,11,0,5,3,1,1,0,3,8,0,52,No,12.780287474332649,1,store
College Graduate,Together,55761.0,136,1,12,0,3,32,2,4,1,3,6,0,59,Yes,12.413415468856947,1,web
College Graduate,Together,37292.0,275,0,86,10,23,66,5,6,3,5,8,0,40,No,13.429158110882957,1,web
PhD,Single,45576.0,56,19,29,2,14,25,1,3,1,3,8,0,78,Yes,12.320328542094456,0,web
College Graduate,Together,70321.0,303,23,751,82,26,191,1,6,5,13,4,0,76,Yes,13.681040383299111,0,store
PhD,Divorced,58086.0,708,7,62,0,0,15,2,11,3,7,8,0,54,No,13.670088980150581,1,web
College Graduate,Married,81795.0,324,132,693,27,118,88,1,4,11,7,2,0,71,No,13.905544147843942,0,catalog
High School,Together,28389.0,1,5,3,7,4,8,1,1,0,2,7,0,76,No,13.83709787816564,0,store
Master,Married,66835.0,620,26,195,34,17,141,1,6,4,13,2,0,77,No,12.982888432580424,0,store
College Graduate,Divorced,69901.0,312,21,206,102,92,149,3,7,3,10,5,0,54,No,13.316906228610542,1,store
PhD,Married,80360.0,1493,86,454,112,43,43,2,4,4,5,2,0,74,Yes,13.555099247091034,0,store
PhD,Together,63342.0,918,21,118,13,10,21,3,8,3,5,6,0,62,Yes,13.932922655715263,1,web
College Graduate,Married,44989.0,98,0,106,49,10,106,5,5,1,5,6,0,49,No,14.026009582477755,1,web
Technical School,Single,31859.0,3,4,7,15,8,11,1,1,0,3,7,0,43,No,12.566735112936344,1,store
PhD,Widow,51569.0,380,0,47,6,0,34,4,7,1,7,8,0,74,Yes,13.607118412046544,1,web
College Graduate,Widow,30372.0,15,0,12,7,3,7,3,2,0,3,7,0,52,No,13.741273100616016,2,store
High School,Single,16014.0,3,9,4,7,8,7,4,1,1,4,3,0,44,No,13.516769336071183,2,store
College Graduate,Married,41120.0,24,2,23,0,8,24,3,2,1,3,6,0,55,No,12.876112251882272,2,store
Master,Single,39763.0,80,1,60,4,6,16,2,5,1,2,9,0,52,Yes,13.13347022587269,1,web
PhD,Married,38725.0,31,0,6,2,1,5,2,1,0,4,4,0,68,No,12.369609856262834,2,store
College Graduate,Married,77981.0,138,120,204,16,126,60,3,7,4,7,5,0,51,No,13.325119780971937,1,web
Technical School,Married,62905.0,166,75,96,119,107,59,3,7,2,8,4,0,59,No,13.032169746748803,1,store
Technical School,Divorced,13533.0,12,3,8,8,0,17,2,2,0,3,7,0,44,No,13.535934291581109,1,store
College Graduate,Together,59481.0,178,3,85,71,66,58,2,3,3,8,2,0,48,No,12.914442162902121,1,store
College Graduate,Married,72117.0,707,20,171,65,60,50,1,9,7,9,5,0,46,No,13.089664613278575,1,web
Technical School,Married,21955.0,5,1,7,17,14,11,2,2,1,3,6,0,37,No,13.040383299110198,1,store
College Graduate,Married,67131.0,465,71,250,93,35,62,3,9,2,12,6,0,67,No,13.492128678986996,1,store
PhD,Single,36802.0,16,1,2,0,0,1,1,1,0,3,5,0,43,No,12.268309377138946,1,store
College Graduate,Together,71853.0,358,108,413,141,97,32,1,2,8,6,1,0,41,No,13.374401095140314,0,catalog
High School,Married,28249.0,1,9,7,2,14,10,1,2,0,3,6,0,62,No,12.271047227926077,0,store
Master,Married,47808.0,123,1,26,2,0,72,2,3,2,3,7,0,48,Yes,12.922655715263518,1,web
PhD,Divorced,25509.0,40,3,30,10,7,11,3,3,0,3,9,0,49,Yes,14.009582477754963,1,web
PhD,Married,51012.0,102,9,63,2,9,24,1,4,1,4,6,0,77,No,13.429158110882957,0,web
College Graduate,Single,70596.0,347,44,534,17,0,26,1,3,5,12,2,0,38,No,13.963039014373717,0,store
PhD,Together,85431.0,376,53,462,168,53,53,1,2,7,7,0,0,71,No,13.289527720739219,0,catalog
College Graduate,Married,42664.0,21,0,3,0,0,0,1,1,0,3,6,0,56,No,12.514715947980836,1,store
College Graduate,Together,42586.0,194,2,56,0,0,0,5,4,1,6,8,0,68,Yes,13.897330595482547,2,store
College Graduate,Single,29760.0,64,4,68,7,5,17,4,3,1,4,8,0,38,No,14.064339493497604,1,store
PhD,Married,28973.0,206,0,46,3,2,12,2,5,1,5,8,0,46,No,13.94113620807666,0,web
PhD,Together,39435.0,71,0,18,0,0,13,1,3,1,2,7,0,50,No,13.127994524298426,1,web
Technical School,Married,65370.0,71,22,112,138,89,29,1,2,3,13,1,0,39,No,13.141683778234086,0,store
High School,Single,20194.0,0,4,7,11,10,15,2,2,0,3,6,0,44,No,13.763175906913073,1,store
PhD,Single,42473.0,93,1,21,0,4,25,3,2,1,4,5,0,47,No,12.594113620807667,2,store
College Graduate,Married,64590.0,920,138,168,36,46,30,1,9,4,10,6,0,55,No,13.938398357289527,0,store
College Graduate,Together,71232.0,653,17,170,34,26,17,2,11,2,10,7,0,64,No,12.815879534565367,1,web
College Graduate,Together,34600.0,199,33,60,8,3,15,5,5,2,5,8,0,52,Yes,13.722108145106091,2,web
College Graduate,Single,46904.0,153,4,56,0,9,31,4,5,1,4,8,0,56,No,13.883641341546886,2,web
College Graduate,Married,49094.0,376,0,38,11,8,69,5,6,3,6,6,0,50,No,14.001368925393566,1,web
College Graduate,Together,36075.0,46,0,30,12,1,30,1,2,0,4,6,0,40,No,12.785763175906913,1,store
Technical School,Together,60839.0,600,21,128,223,150,128,13,2,2,12,8,0,44,No,14.067077344284737,2,store
College Graduate,Together,77298.0,425,115,292,23,35,79,1,6,6,11,3,0,44,No,12.8870636550308,1,store
College Graduate,Together,34026.0,18,6,15,12,8,17,3,2,1,3,5,0,73,No,13.130732375085557,2,store
PhD,Single,48918.0,52,0,9,0,0,1,2,1,0,4,4,0,60,No,12.446269678302533,2,store
Technical School,Together,82122.0,734,22,350,151,25,100,1,3,9,13,1,0,61,Yes,13.103353867214237,0,store
College Graduate,Single,37697.0,34,6,21,11,4,8,1,2,1,3,6,0,47,No,12.621492128678987,1,store
College Graduate,Together,34074.0,135,1,41,10,1,67,5,3,3,3,6,0,71,Yes,13.193702943189596,2,web
Master,Married,28520.0,11,0,10,0,2,20,1,1,1,2,6,0,63,No,13.273100616016427,2,store
College Graduate,Single,62535.0,163,48,90,0,45,52,1,3,2,8,3,0,68,No,12.969199178644764,1,store
Master,Single,36273.0,29,3,30,3,2,9,2,3,0,3,6,0,46,No,12.435318275154003,1,web
College Graduate,Together,63404.0,734,26,70,11,44,17,2,6,3,4,4,0,59,Yes,12.295687885010267,2,web
Technical School,Together,75774.0,340,21,134,258,14,56,1,7,5,8,4,0,42,No,12.39151266255989,1,store
College Graduate,Together,78416.0,453,38,279,188,38,183,2,7,7,10,3,0,47,No,12.238193018480493,1,store
College Graduate,Together,75702.0,1073,0,629,145,37,37,1,10,5,13,6,0,49,Yes,13.938398357289527,1,store
Master,Together,59385.0,135,0,10,0,4,36,2,3,1,4,5,0,72,No,13.401779603011637,2,store
College Graduate,Single,37070.0,231,7,137,4,15,39,9,5,1,8,7,0,57,Yes,13.508555783709788,2,store
College Graduate,Married,44689.0,18,0,5,0,0,11,2,1,1,2,7,0,72,Yes,12.698151950718685,2,store
College Graduate,Together,53977.0,620,16,165,0,24,82,5,5,5,12,5,0,65,No,13.289527720739219,1,store
PhD,Single,7144.0,81,4,33,5,2,291,0,23,1,1,0,0,57,No,12.791238877481177,2,web
College Graduate,Single,18701.0,12,4,2,10,6,10,4,2,0,4,5,0,59,No,13.300479123887747,2,store
College Graduate,Married,90369.0,292,51,981,224,23,17,1,4,6,6,1,0,67,Yes,12.402464065708418,0,catalog
PhD,Single,63159.0,965,34,586,89,86,37,1,3,5,8,3,0,49,Yes,13.878165639972622,0,store
College Graduate,Together,37758.0,27,2,10,0,0,1,2,1,0,3,8,0,57,No,13.96577686516085,2,store
PhD,Single,46757.0,777,30,163,0,51,122,6,4,4,7,9,0,60,No,13.848049281314168,1,store
Master,Married,79734.0,572,8,232,23,62,17,1,4,3,6,1,0,54,Yes,12.235455167693361,0,store
College Graduate,Together,63207.0,438,169,565,91,169,70,1,2,3,6,7,0,31,Yes,13.670088980150581,0,store
College Graduate,Divorced,72071.0,531,69,300,150,138,150,3,5,4,8,2,0,69,No,13.60164271047228,1,store
PhD,Together,21840.0,17,0,9,0,0,1,1,1,0,3,9,0,40,No,13.17180013689254,1,store
Technical School,Together,58582.0,402,35,106,101,77,42,2,9,2,9,5,0,41,Yes,12.982888432580424,1,web
College Graduate,Single,72282.0,503,27,419,90,139,153,1,5,7,9,7,0,72,Yes,13.177275838466803,0,store
College Graduate,Married,50387.0,369,9,87,12,14,34,3,6,2,8,5,0,67,No,13.059548254620124,2,store
PhD,Together,32583.0,5,0,3,0,0,1,1,1,0,2,7,0,62,No,12.271047227926077,2,store
College Graduate,Together,62568.0,362,17,398,80,35,61,3,5,3,5,4,0,61,Yes,12.459958932238193,1,web
Master,Divorced,44635.0,56,0,9,0,0,3,2,2,0,3,7,0,52,No,12.947296372347708,2,store
Master,Single,33316.0,79,1,31,4,4,12,3,2,1,4,6,0,52,No,12.966461327857632,2,store
College Graduate,Married,63967.0,387,84,141,73,35,162,3,4,4,12,2,0,55,No,13.119780971937029,1,store
Technical School,Together,52513.0,367,17,241,104,188,232,2,9,5,9,7,0,45,No,14.047912388774812,0,web
College Graduate,Married,25293.0,15,0,11,0,2,9,1,1,1,2,8,0,54,No,13.018480492813142,1,store
PhD,Widow,54111.0,267,6,54,8,3,50,2,5,2,6,5,0,58,No,13.075975359342916,1,store
College Graduate,Together,78394.0,298,27,697,216,24,166,1,4,6,5,2,0,37,Yes,13.598904859685147,0,catalog
Master,Married,80739.0,674,92,736,39,0,92,1,3,11,9,1,0,65,No,13.333333333333334,0,catalog
Master,Together,22669.0,16,14,36,37,22,48,3,4,1,2,9,0,48,Yes,13.336071184120465,1,web
College Graduate,Single,29236.0,37,4,24,16,9,9,2,4,0,3,9,0,36,No,12.955509924709103,1,web
College Graduate,Together,44911.0,159,0,22,2,1,31,3,4,1,4,7,0,64,No,13.522245037645447,1,web
PhD,Married,54693.0,686,17,142,23,26,35,8,6,4,13,6,0,61,No,13.593429158110883,1,store
College Graduate,Together,48186.0,97,3,66,12,7,34,3,4,1,4,7,0,49,No,12.509240246406572,1,web
College Graduate,Married,54809.0,63,6,57,13,13,22,4,2,1,5,4,0,46,Yes,13.02943189596167,2,store
College Graduate,Together,41580.0,56,5,24,4,0,3,3,2,1,3,5,0,45,No,13.782340862422998,2,store
PhD,Married,80336.0,209,19,456,160,142,66,1,2,9,13,1,0,53,No,13.034907597535934,0,store
College Graduate,Married,47743.0,198,2,43,0,12,20,3,4,1,6,6,0,66,Yes,13.503080082135524,1,store
Technical School,Married,62972.0,313,15,47,20,0,192,2,7,4,3,6,0,68,No,14.13552361396304,1,web
PhD,Divorced,57333.0,941,14,397,76,58,176,11,8,5,9,6,0,69,Yes,13.998631074606434,1,store
PhD,Together,32313.0,86,4,56,2,4,7,3,4,0,4,9,0,41,No,13.609856262833675,1,web
Master,Widow,84953.0,167,48,602,63,72,72,1,3,10,4,2,0,70,Yes,13.30321697467488,0,catalog
Master,Divorced,27071.0,8,3,19,0,2,3,2,2,0,3,6,0,55,No,12.41615331964408,1,store
Master,Together,68148.0,389,66,408,37,57,85,1,4,4,6,2,0,66,No,13.059548254620124,0,store
Master,Together,65735.0,239,7,119,4,15,11,5,6,2,6,7,0,58,No,12.791238877481177,2,web
PhD,Married,86836.0,179,21,273,0,21,63,1,6,10,6,5,0,48,Yes,14.026009582477755,0,catalog
PhD,Married,4023.0,5,0,1,1,1,1,15,0,0,0,19,0,60,No,12.24914442162902,2,web
College Graduate,Married,30093.0,2,6,28,13,4,16,1,2,0,3,7,0,33,No,13.207392197125257,0,store
PhD,Married,57705.0,383,0,53,6,4,40,3,8,1,6,6,0,57,No,12.695414099931554,1,web
College Graduate,Single,25008.0,2,8,8,6,1,9,2,1,0,3,8,0,35,No,12.635181382614647,1,store
Technical School,Single,83257.0,536,27,590,38,107,67,1,5,10,12,6,1,28,Yes,14.009582477754963,0,store
College Graduate,Together,22280.0,2,1,4,3,1,2,1,1,0,2,8,0,48,No,13.344284736481862,1,store
PhD,Married,72159.0,322,53,899,34,40,53,1,4,6,10,2,0,45,No,13.897330595482547,0,store
College Graduate,Together,64260.0,539,169,816,20,0,30,1,4,5,4,3,0,62,Yes,13.69472963723477,0,catalog
PhD,Single,82733.0,712,50,420,65,38,38,1,8,4,7,4,0,39,Yes,13.032169746748803,0,web
Master,Divorced,74290.0,1121,0,72,0,12,12,4,10,8,10,6,0,52,Yes,13.111567419575634,1,web
Master,Single,58217.0,68,1,13,3,5,13,1,2,0,4,6,0,72,No,13.845311430527037,3,store
Master,Together,21024.0,36,4,18,6,2,18,1,2,0,4,7,0,47,No,13.218343600273785,0,store
PhD,Married,70116.0,707,44,603,95,58,29,1,2,8,12,1,0,51,No,13.653661875427789,0,store
College Graduate,Together,54006.0,174,77,203,6,24,97,2,8,1,7,7,0,38,No,14.009582477754963,1,web
PhD,Married,69063.0,666,35,124,69,8,26,1,5,3,5,3,0,57,No,13.872689938398358,1,web
Technical School,Divorced,11448.0,0,0,0,6,2,6,1,1,0,2,6,0,48,No,12.76933607118412,0,store
College Graduate,Single,61825.0,162,50,100,55,30,27,1,4,2,8,4,0,44,No,13.125256673511293,1,store
College Graduate,Married,70886.0,407,70,239,103,88,53,1,5,4,4,2,0,52,No,12.93908281998631,1,web
College Graduate,Married,69109.0,823,25,459,124,29,95,1,6,6,7,4,0,41,Yes,13.867214236824093,0,store
College Graduate,Widow,60208.0,488,23,71,15,0,59,11,8,3,7,7,0,50,Yes,13.957563312799453,2,web
Master,Together,32889.0,28,0,13,4,2,8,3,2,1,3,5,0,55,No,13.043121149897331,2,store
College Graduate,Single,34738.0,3,2,10,3,0,2,1,1,0,3,6,0,39,No,12.366872005475702,1,store
Master,Together,30538.0,284,0,52,8,3,20,4,9,0,4,10,0,52,No,13.973990417522245,1,web
Technical School,Together,82326.0,938,142,754,159,81,183,1,5,10,6,2,0,46,Yes,12.536618754277892,0,catalog
PhD,Divorced,26642.0,13,2,15,2,2,8,2,2,0,3,6,0,56,No,12.56125941136208,1,store
College Graduate,Divorced,69932.0,412,172,153,150,105,57,2,7,6,11,4,0,59,No,13.27857631759069,1,store
College Graduate,Single,44503.0,31,1,8,0,0,8,2,2,0,3,6,0,51,No,12.435318275154003,2,store
PhD,Single,60200.0,502,19,132,0,6,26,6,6,2,11,6,0,75,No,13.71937029431896,1,store
College Graduate,Divorced,49638.0,18,10,3,3,5,0,1,1,0,3,2,0,71,No,12.427104722792608,1,store
Technical School,Single,23830.0,1,8,6,4,8,16,1,1,0,3,7,0,36,No,12.621492128678987,0,store
Master,Widow,33051.0,100,71,243,108,94,219,3,9,1,8,9,0,64,Yes,14.099931553730322,0,web
College Graduate,Married,72905.0,407,114,445,181,165,203,1,3,7,9,1,0,65,Yes,12.668035592060233,0,store
PhD,Together,69702.0,664,9,240,50,19,57,2,7,7,10,4,0,72,No,13.587953456536619,1,store
College Graduate,Divorced,70300.0,1045,61,338,60,46,46,3,5,5,13,8,0,48,No,13.188227241615332,1,store
PhD,Married,70643.0,1218,107,304,23,143,33,1,5,8,4,6,0,39,Yes,13.935660506502396,0,catalog
PhD,Married,30396.0,15,0,6,0,1,12,2,1,1,2,7,0,54,Yes,12.396988364134154,1,store
PhD,Divorced,50616.0,128,0,16,0,1,4,2,4,0,4,7,0,55,No,12.429842573579739,1,web
Master,Single,62772.0,581,49,157,43,8,108,1,5,6,11,2,0,54,Yes,13.344284736481862,1,store
PhD,Single,30298.0,6,3,12,6,1,0,1,1,1,3,3,0,38,No,12.344969199178644,0,store
College Graduate,Single,52413.0,185,8,133,56,56,12,2,7,1,7,7,0,39,No,13.883641341546886,1,web
PhD,Married,44155.0,22,1,9,0,0,14,1,1,1,2,4,0,66,No,12.673511293634498,2,store
PhD,Divorced,86979.0,584,100,835,65,83,35,1,5,5,5,2,0,52,Yes,12.873374401095141,0,web
College Graduate,Together,76532.0,355,30,177,90,138,30,4,9,5,7,5,0,48,No,13.034907597535934,2,web
College Graduate,Married,42081.0,175,10,110,54,6,27,2,6,3,4,6,0,41,Yes,13.568788501026694,1,web
PhD,Married,67546.0,864,134,768,150,38,172,1,4,10,5,3,0,35,No,14.05886379192334,0,catalog
Master,Together,88420.0,957,153,612,99,95,153,1,4,7,8,1,0,34,Yes,12.39151266255989,0,store
College Graduate,Married,31158.0,25,6,16,20,0,5,2,2,0,3,8,0,38,No,13.650924024640657,1,store
College Graduate,Divorced,61671.0,641,7,56,0,0,28,8,10,4,6,8,0,55,Yes,12.303901437371664,1,web
College Graduate,Single,69719.0,273,86,208,177,14,43,1,2,3,5,1,0,49,No,12.32580424366872,0,store
College Graduate,Divorced,49160.0,122,21,43,25,10,15,2,3,1,6,6,0,74,No,12.922655715263518,1,store
High School,Together,24882.0,1,4,10,29,0,36,1,1,1,2,6,0,45,Yes,14.03422313483915,1,store
PhD,Single,90933.0,1020,31,430,62,63,79,1,4,6,4,1,0,69,Yes,12.479123887748118,0,catalog
PhD,Single,113734.0,6,2,3,1,262,3,0,27,0,0,1,0,78,No,12.320328542094456,0,web
PhD,Together,59292.0,378,14,68,19,14,14,2,3,5,8,3,0,73,No,13.27583846680356,1,store
PhD,Married,45759.0,42,1,18,3,0,4,2,2,0,3,7,0,59,No,13.57700205338809,2,store
College Graduate,Single,22148.0,15,5,14,0,4,11,1,1,0,3,7,0,40,No,12.4435318275154,0,store
Master,Married,73395.0,272,7,80,20,7,11,1,4,4,6,2,0,36,No,12.514715947980836,0,store
College Graduate,Divorced,29819.0,9,1,24,2,1,2,3,3,0,3,6,0,52,No,12.91170431211499,1,web
College Graduate,Married,45688.0,279,0,18,0,0,9,2,3,1,8,4,0,55,Yes,12.657084188911705,1,store
College Graduate,Married,62820.0,398,61,265,138,61,53,1,3,4,6,1,0,69,No,13.366187542778919,0,store
PhD,Married,60491.0,637,47,237,12,19,76,4,6,11,7,5,0,52,No,13.043121149897331,1,catalog
College Graduate,Together,33235.0,45,0,16,2,1,6,1,3,0,3,7,0,37,No,12.626967830253252,1,web
College Graduate,Married,35701.0,21,1,9,7,3,5,1,1,0,3,6,0,64,No,13.51129363449692,0,store
Master,Married,31535.0,15,4,13,0,0,19,1,1,1,2,7,0,43,Yes,12.988364134154688,1,store
Technical School,Together,92556.0,493,183,352,184,23,28,0,3,5,13,0,0,63,No,12.424366872005475,0,store
College Graduate,Single,67384.0,957,40,175,158,53,107,2,7,8,5,5,0,53,Yes,13.86447638603696,1,catalog
Master,Together,80573.0,829,138,430,60,92,15,1,4,6,13,2,0,52,No,13.938398357289527,0,store
College Graduate,Married,77870.0,1017,50,500,65,50,133,3,5,5,5,8,0,56,Yes,14.08350444900753,1,web
PhD,Widow,52278.0,953,0,71,0,0,174,6,10,5,10,8,0,60,No,13.656399726214921,1,web
College Graduate,Single,57107.0,159,0,120,0,0,137,7,4,4,8,8,0,55,Yes,14.078028747433265,1,store
College Graduate,Married,18929.0,32,0,8,23,4,18,1,1,0,4,6,0,33,No,13.596167008898014,0,store
PhD,Single,36038.0,23,0,15,0,2,7,2,3,0,3,6,0,42,No,13.311430527036277,1,web
College Graduate,Single,20180.0,18,42,24,15,20,18,1,2,1,4,7,0,47,No,13.585215605749486,0,store
PhD,Together,34230.0,15,0,4,0,0,2,1,1,0,2,7,0,58,No,13.738535249828884,2,store
Technical School,Single,31878.0,23,4,5,10,5,23,1,1,0,4,3,0,46,No,12.251882272416154,1,store
Technical School,Married,70932.0,200,193,100,46,185,185,2,6,2,12,3,0,51,No,12.673511293634498,1,store
College Graduate,Single,91249.0,1324,27,119,71,108,27,0,7,9,6,4,0,67,Yes,13.921971252566735,0,catalog
Master,Single,77598.0,1193,33,281,129,66,33,1,7,5,13,3,0,80,Yes,12.974674880219029,0,store
College Graduate,Single,80982.0,505,137,401,104,22,22,3,11,5,11,5,1,64,No,13.702943189596168,2,web
Master,Married,22701.0,2,4,9,0,4,5,1,1,0,3,5,0,46,No,13.045859000684462,1,store
PhD,Married,55212.0,1103,0,45,0,0,34,3,4,2,11,8,0,54,Yes,13.828884325804244,1,store
College Graduate,Married,70617.0,353,61,753,40,46,27,1,3,3,7,2,0,53,No,13.248459958932239,0,store
College Graduate,Single,64849.0,652,48,350,94,84,108,1,9,3,6,5,0,66,Yes,13.856262833675565,0,web
Master,Married,62694.0,379,6,157,25,91,91,5,9,3,7,7,0,58,No,13.264887063655031,2,web
PhD,Married,61917.0,46,4,36,2,2,1,1,2,0,4,5,0,49,No,12.837782340862423,2,store
PhD,Married,67472.0,162,31,127,8,17,69,2,4,2,7,3,0,76,No,12.982888432580424,1,store
Master,Married,21059.0,8,3,19,3,3,8,3,3,0,3,6,0,41,No,12.706365503080082,1,web
Master,Married,29543.0,17,3,18,3,4,18,2,3,1,2,7,0,55,No,12.476386036960985,2,web
College Graduate,Married,75903.0,340,108,185,130,38,100,2,6,6,9,3,0,72,No,13.456536618754278,1,store
Technical School,Together,34984.0,8,4,15,3,5,3,2,1,0,3,7,0,48,No,14.042436687200547,2,store
PhD,Single,54998.0,154,22,202,39,30,8,5,4,2,9,4,0,67,Yes,13.535934291581109,1,store
PhD,Widow,54356.0,710,15,30,20,0,0,3,11,2,8,8,0,74,Yes,13.839835728952773,1,web
Master,Married,34242.0,8,2,4,0,0,1,1,0,0,3,5,0,64,No,12.501026694045175,1,store
College Graduate,Married,25410.0,2,2,4,13,13,4,1,1,0,4,4,0,50,No,13.059548254620124,1,store
PhD,Married,73356.0,1050,14,322,0,14,112,1,5,11,5,2,0,39,Yes,12.624229979466119,0,catalog
College Graduate,Together,28320.0,19,1,14,3,2,4,1,1,0,3,8,0,73,No,13.686516084873375,1,store
College Graduate,Single,23763.0,22,0,6,6,2,6,1,1,0,3,7,0,46,No,14.124572210814511,1,store
College Graduate,Married,72570.0,274,83,216,151,141,224,1,4,6,12,1,0,39,No,12.410677618069816,0,store
Master,Married,34529.0,68,6,38,3,6,41,2,2,2,3,7,0,47,No,14.020533880903491,1,store
College Graduate,Widow,70792.0,344,45,654,104,11,114,2,3,4,10,3,0,72,No,13.623545516769337,0,store
College Graduate,Married,63211.0,145,193,459,205,26,145,2,3,8,7,2,0,41,Yes,13.886379192334017,0,catalog
Master,Married,83891.0,217,38,350,111,85,15,1,4,7,10,1,0,49,No,12.257357973990418,1,store
College Graduate,Single,36065.0,18,7,34,10,2,3,3,3,0,3,8,0,55,No,13.478439425051334,2,web
College Graduate,Together,39898.0,69,8,26,12,7,12,2,3,0,4,7,0,69,No,13.607118412046544,1,store
PhD,Single,51141.0,144,0,7,0,0,6,1,3,1,4,5,0,83,No,13.207392197125257,0,store
College Graduate,Married,56939.0,256,34,103,90,29,49,2,3,3,10,3,0,47,No,13.010266940451745,1,store
College Graduate,Single,80872.0,483,72,567,94,12,108,1,4,4,10,1,0,72,No,12.36413415468857,0,store
PhD,Together,72335.0,1285,105,653,28,21,0,1,10,4,8,8,0,47,Yes,14.108145106091717,0,web
PhD,Single,61798.0,338,4,89,11,8,13,1,4,2,9,4,0,59,No,12.829568788501026,0,store
PhD,Widow,76842.0,605,10,345,84,54,32,1,1,8,7,0,0,73,No,12.388774811772759,0,catalog
College Graduate,Together,29478.0,8,0,7,3,1,1,1,1,0,3,6,0,47,No,12.678986995208762,1,store
College Graduate,Single,46998.0,172,41,86,45,6,27,5,5,3,5,7,0,67,Yes,13.91649555099247,1,web
College Graduate,Single,96843.0,448,71,951,40,17,17,1,6,11,10,2,0,33,Yes,13.415468856947296,0,catalog
PhD,Widow,56551.0,67,4,32,17,2,16,3,2,1,4,4,0,73,No,12.37782340862423,2,store
Master,Married,70053.0,512,53,98,81,179,89,3,8,5,10,5,0,58,No,13.221081451060916,1,store
PhD,Widow,71670.0,1462,16,128,0,0,160,1,5,3,6,6,0,61,Yes,13.204654346338124,0,store
College Graduate,Married,44359.0,20,0,14,7,3,1,3,2,0,4,3,0,45,No,12.265571526351813,2,store
College Graduate,Single,40887.0,50,4,44,10,10,43,3,3,1,3,9,0,71,Yes,13.379876796714578,2,web
College Graduate,Divorced,48877.0,102,1,15,2,0,24,1,3,0,4,7,0,57,No,12.711841204654347,1,store
College Graduate,Together,74485.0,499,149,815,173,49,49,1,6,7,12,3,0,76,No,13.078713210130047,0,store
